lz_name,Helipad? 1/0,lz_city,lz_state,lz_zip,lz_type,added_time,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
Ponca pulloff overlook,1,Ponca,AR,,Scene,4/14/2017 21:36,4/14/2017 21:36,31014,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.00623,-93.36664,,,,,,,,,,0,0,,0,0,,
Peel Church,1,Peel,AR,,Scene,4/14/2017 21:39,4/14/2017 21:39,31015,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.41252,-92.80281,,,,,,,,,,0,0,,0,0,,
Peel Fire Dept,1,Peel,AR,,Scene,4/14/2017 21:46,4/14/2017 21:46,31016,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.43547,-92.7696,,,,,,,,,,0,0,,0,0,,
Pine Mountain Fire Dept LZ,1,Pine Mountain,AR,,Scene,4/14/2017 21:53,4/14/2017 21:54,31023,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.41045,-92.66323,,,,,,,,,,0,0,,0,0,,
Pine Mountain Airpark,1,Pine Mountain,AR,,Airport,4/14/2017 21:56,4/14/2017 21:56,31026,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.415864,-92.68976,,,,,,,,,,0,0,,0,0,,
Rae Valley Fire Dept,1,Rae Valley,AR,,Scene,4/14/2017 22:02,4/14/2017 22:02,31027,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.22117,-92.54917,,,,,,,,,,0,0,,0,0,,
Rockbridge LZ,1,Rockbridge,AR,,Scene,4/14/2017 22:11,4/14/2017 22:11,31032,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.788868,-92.41038,,,,,,,,,,0,0,,0,0,,
Salesville Fire Dept LZ,1,Salesville,AR,,Scene,4/14/2017 22:17,4/14/2017 22:17,31037,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.245994,-92.266375,,,,,,,,,,0,0,,0,0,,
Snowball LZ,1,Snowball,AR,,Scene,4/14/2017 22:19,4/14/2017 22:19,31039,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.9069,-92.82492,,,,,,,,,,0,0,,0,0,,
South Mountain LZ,1,Marshall,AR,,Scene,4/14/2017 22:27,4/14/2017 22:27,31045,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.83878,-92.65796,,,,,,,,,,0,0,,0,0,,
St Joe Fire Dept,1,St Joe,AR,,Scene,4/14/2017 22:29,4/14/2017 22:29,31048,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.025707,-92.796285,,,,,,,,,,0,0,,0,0,,
Summit Fairground LZ,1,Summit,AR,,Scene,4/14/2017 22:33,4/14/2017 22:33,31052,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.24767,-92.68649,,,,,,,,,,0,0,,0,0,,
Witt Springs LZ,1,Witt Springs,AR,,Scene,4/14/2017 22:48,12/8/2017 12:18,31063,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.771807,-92.865945,,,,,,,,,,0,0,,0,0,,
Yellville Park LZ,1,Yellville,AR,,Scene,4/14/2017 22:50,4/14/2017 22:50,31065,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.221617,-92.679062,,,,,,,,,,0,0,,0,0,,
Trumann Fire Dept.,1,Trumann,AR,,Scene,4/22/2017 14:23,4/22/2017 14:23,31283,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,155.34,,,35.670367,-90.518483,Concrete slab,,,24' x 24',,,No,219',No,0,0,,0,0,,
Hospitalwing Jonesboro,1,Jonesboro,AR,72401,Helicopter Base,4/22/2017 14:37,4/22/2017 14:37,31284,3901 Lindbergh Dr,,0,0,0,0,0,0,870-203-9859,,,,,,,,,,,,,,,,,,35.833033,-90.651217,,,,,,,,,,1,1,,0,0,,Based at KJBR airport
Pafford EMS Blytheville,1,Blytheville,AR,72315,Scene,6/16/2017 17:48,6/20/2018 18:07,31629,931 South Division,,0,0,0,0,0,0,870-763-5611,,,,,,,,,,,,,,,,,,35.919198,-89.920002,Large grass field with trees on west and north side of field.,Trees on west and north side of field.  Overhead power lines in gravel and paved parking lot areas. Residential area on west and north side of property.,,,,,,,,0,0,,0,0,,Large open field at location&#044; secured by chain link fence around property.
Big River Steel,1,Osceola,AR,72370,Scene,6/16/2017 17:55,6/16/2017 17:55,31630,2027 State Highway 198,,0,0,0,0,0,0,870-819-3031,,,,,,,,,,,,,,,,,,35.646228,-89.942861,,,,,,Concrete,,,No,0,0,,0,0,,"This is a steel mill, they have a concrete landing pad."
Jordan Fire Dept,1,Jordan,AR,,Scene,9/4/2017 11:03,9/4/2017 11:03,32122,Hwy 177 and 70,,0,0,0,0,0,0,870-499-3406 or 870-404-9905,,,,,,,,,,,,,,,,,,36.233305,-92.18353,,,,,,,,,,0,0,,0,0,,
Brand New Church Bergman,1,Harrison,AR,72601,Scene,12/8/2017 11:57,12/8/2017 11:57,32242,7751 AR-7,,0,0,0,0,0,0,8703912243,,,,,,,,,,,,,,,,,,36.298949,-93.024814,,,,,,,,,,0,0,,0,0,,Parking lot has a slope to it.
Western Grove Fire Department,1,Western Grove ,AR,,Scene,12/8/2017 12:07,12/8/2017 12:07,32245,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.108706,-92.96067,,,,,,,,,,0,0,,0,0,,Marked landing pad close to building.  High wires all around the LZ.
Valley Springs Church,1,Valley Springs,AR,,Scene,12/8/2017 12:10,12/8/2017 12:10,32246,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.152167,-92.994167,,,,,,,,,,0,0,,0,0,,
Taylors Landing,1,Wayton,AR,,Scene,12/8/2017 12:12,12/8/2017 12:12,32247,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.8987,-93.257171,,,,,,,,,,0,0,,0,0,,Large flat field.
Alpena Fire Department,1,Alpena,AR,,Scene,12/8/2017 12:21,12/8/2017 12:21,32250,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.295875,-93.28804,,,,,,,,,,0,0,,0,0,,Flat field.
Green Forest Hatchery,1,Green Forest,AR,,Scene,12/8/2017 12:22,12/8/2017 12:22,32251,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.334,-93.4215,,,,,,,,,,0,0,,0,0,,
Dog Patch Hub,1,harrison,AR,,Scene,12/8/2017 12:23,12/8/2017 12:23,32252,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.108833,-93.125167,,,,,,,,,,0,0,,0,0,,
Lucky Star LZ,1,Yellville,AR,,Scene,12/8/2017 12:31,7/14/2019 16:49,32254,280 Clabber Creek Lane,,0,0,0,0,0,0,870-449-6986,,,,,,,,,,,,,,,,,,36.146745,-92.572617,,Tall trees all sides. Rising terrain all directions from LZ.,,,,,,,,0,0,,0,0,,"Contact:David Mervis @ 870-449-6986.

Grass field has some low areas in it. But also has some levels area sufficient to land."
Compton Store,1,compton,AR,,Scene,12/8/2017 12:33,12/8/2017 12:33,32255,12677 Highway 43 S,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.091505,-93.307494,,,,,,,,,,0,0,,0,0,,
Compton Store,1,compton,AR,,Scene,12/8/2017 12:35,12/8/2017 12:35,32256,12677 Highway 43 S,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.091505,-93.307494,,,,,,,,,,0,0,,0,0,,
Turpentine Creek Refuge,1,Eureka Springs,AR,,Scene,12/8/2017 15:00,12/8/2017 15:01,32259,239 Turpentine Creek Ln,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.309938,-93.758934,,,,,,,,,,0,0,,0,0,,
Horshoe Canyon Ranch ,1,Jasper,AR,,Scene,12/8/2017 15:08,12/8/2017 15:08,32260,HC 70 261,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.005277,-93.292604,,,,,,,,,,0,0,,0,0,,There are Zip lines that go across the canyon.  They are hard to see from higher altitudes.
Holiday Island ,1,Holiday Island,AR,,Scene,12/8/2017 15:16,12/8/2017 15:17,32261,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.488833,-93.774833,,,,,,,,,,0,0,,0,0,,Flat field by swimming pool.
Bergman Fire Department,1,harrison,AR,,Scene,12/11/2017 16:49,12/11/2017 16:50,32264,6757 sw st,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.300372,-93.023383,,,,,,,,,,0,0,,0,0,,Grass field south of building. Level.
Lake Leatherwood Baseball Park,1,Eureka Springs,AR,,Scene,12/11/2017 17:06,12/11/2017 17:06,32266,Lake Leatherwood City Park,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.422727,-93.767721,,,,,,,,,,0,0,,0,0,,
Newton County Fair Grounds,1,Jasper,AR,,Scene,12/11/2017 17:20,12/11/2017 17:22,32267,1333 S AR 7 hwy,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.997329,-93.183025,,,,,,,,,,0,0,,0,0,,
AE149,1,Fort Smith ,AR,72903,Helicopter Base,5/25/2018 3:09,5/25/2018 3:09,32807,5300 Airport Blvd,,0,0,0,0,0,0,479-434-2000,,,,,,,,,,,,,,,,,,35.337473,-94.376442,,,,,,,,,,1,1,,0,0,,
Krazy Kat PELA Site,1,Marshall ,AR,,Scene,8/31/2019 19:55,8/31/2019 19:59,33354,County Rd 429 and Krazy Kat Ln,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.995827,-92.658515,,,,,,,,,,0,0,,0,0,,
Mercy Medical Center - Redding,1,Redding,CA,96049,Hospital,10/23/2013 15:05,10/31/2013 23:43,2274,2175 Rosaline Ave,,2,1,1,1,0,0,530.225.6000,,,,,,,,,,,,,,7CA3,,,,40.572175,-122.396686,,,,TLOF: 50&#039; Diameter,,Concrete - Ground,Yes - Lighted,656&#039; MSL,Perimeter,0,0,,0,0,,Single ACFT pad
Bakersfield Memorial Hospital,1,Bakersfield,CA,,Hospital,10/26/2013 15:08,7/16/2018 0:06,2276,420 34th St.,,3,1,1,1,1,1,661-327-4647,660-327-4049,,,661-327-4744,,,,,,,,,,CL60,118.1,118.6,,35.391167,-119.006667,Six story building with white and red trim. Roof top heli deck on third story&#044; SE side. Just East of the river&#044; &quot;Memorial Hospital&quot; in red lettering on helipad side,High tension power lines (N/S) just east of the pad.  Directly below KBFL runways 30L & R three mile final.  Call tower before lifting. If unable to make contact&#044; depart west to get away from final and remain below 500&#039; AGL until contact is made.,North&#044; West&#044; South.  East not recommended due to high tension power lines following canal.,TLOF 40&#039; x 40&#039;,10&#044;000 lbs,Rooftop,Yes - Lighted,500&#039; MSL,Perimeter&#044; Beacon,0,0,,0,0,,
Children's Hospital Central California,1,Madera,CA,93637,Hospital,10/26/2013 15:55,8/20/2018 21:54,2278,9300 Valley Children&#039;s Place,,0,0,0,0,0,1,559-353-3000,,,,,,,,,,,,,,9CL6,,,,36.883247,-119.801592,"Pad 1: In between the two hospital buildings.
Pad 2: Ground level pad on S side of hospital
Pad 3: Air George pad. Ground level",Trees and buildings in the area.  Air George aircraft in the area.,Trees and buildings in the area.  Air George aircraft in the area.,48&#039; Diameter,,Cement - Ground,Yes - Lighted,376&#039; MSL,Perimeter,0,0,,0,0,,"Contact Fresno approach on 119.6&#044; or Fresno Tower on 118.2


Dispatch # 559-353-6495"
Adventist Medical Center Hanford ,1,Hanford,CA,93230,Hospital,10/26/2013 21:59,10/26/2013 21:59,2280,115 Mall Dr.,,0,0,0,0,0,0,559-582-9000,,,,,,,,,,,,,,15CN,,,,36.323253,-119.667236,,,,TLOF 48',"12,000 lbs",Elevated Rooftop,Yes - Lighted,281' MSL,"Perimeter, Beacon",0,0,,0,0,,
Antelope Valley Hospital Medical Center ,1,Lancaster,CA,93534,Hospital,10/26/2013 22:11,7/16/2018 0:48,2281,1660 West Avenue J,,2,1,1,0,0,1,616-949-5000,,,,,,,,,,,,,,,,,,34.687731,-118.159944,,South FAR Part 77 Transitional Surface penetrated by parking lot light standards.,,TLOF 60&#039; x 60&#039;,,Concrete - Ground,Yes - Lighted,2354&#039; MSL,Perimeter,0,0,,0,0,,
Arrowhead Regional Medical Center,1,Colton,CA,92324,Hospital,10/26/2013 22:22,7/30/2016 14:46,2282,400 N. Pepper Ave.,,2,0,0,0,0,0,,909.580.1357,,,909.580.1683,EMERGENCY DEPT,,,RADIO ROOM,,,,,,4CL9,,,,34.075133,-117.349336,,,,TLOF: 70&#039; Diameter,,Concrete,Yes - Lighted,1076&#039; MSL,Perimeter,0,0,,0,0,Just north of First pad&#044; 104&#039; diameter,
Banner Lassen Medical Center,1,Susanville,CA,96130,Hospital,10/26/2013 22:36,10/26/2013 22:36,2283,1800 Spring Ridge Dr.,,0,0,0,0,0,0,530-252-2000,,,,,,,,,,,,,,99CN,,,,40.437458,-120.628758,,,,TLOF: 50' Diameter,,Concrete - Ground,Yes - Lighted,4419' MSL,Perimeter,0,0,,0,0,,
Barstow Community Hospital,1,Barstow,CA,92311,Hospital,10/26/2013 22:40,8/6/2015 14:12,2284,820 East Mountain View St.,,0,0,0,0,0,0,760-256-1761,,,,,,,,,,,,,,,,,,34.894036,-117.018281,,,,TLOF: 54&#039; Diameter,22&#044;000 lbs,Concrete - Ground,Yes - Lighted,2314&#039; MSL,Perimeter&#044; Flood,0,0,,0,0,,Old hospital helipad 700&#039; NW is now closed.
Barton Memorial Hospital,1,South Lake Tahoe,CA,96158,Hospital,10/26/2013 22:53,10/1/2014 15:22,2285,2170 South Avenue,,0,0,0,0,0,0,530-541-3420,,,,,,,,,,,,,,CA43,,,,38.911365,-119.996914,Roof above ED entrance,South Transitional Surface penetrated by trees&#044; which are marked by poles with red obstruction lights.,Shut off air handlers on short final prior to landing. 123.050 MHz.,TLOF: 42&#039; x 42&#039;,12&#044;000 lbs,Cement-Roof,Yes - Lighted,6298&#039; MSL,Perimeter,0,0,KTVL South Lake Taho,0,0,,
Children's Hospital Oakland,1,Oakland,CA,94609,Hospital,10/28/2013 22:23,10/28/2013 22:23,2326,747 52nd St.,,1,0,0,0,0,1,510-428-3273,,,,,,,,,,,,,,7CL1,,,,37.836125,-122.266786,,,,TLOF: 39' x 39',"10,000 lbs",Elevated Rooftop,Yes - Lighted,134' MSL,"Perimeter, Flood, Beacon",0,0,,0,0,,
Children's Hospital of Orange County,1,Orange,CA,92868,Hospital,10/28/2013 22:31,10/28/2013 22:31,2327,1201 W. La Veta Ave.,,0,0,0,0,0,1,714-997-3000,,,,,,,,,,,,,,4CA5,,,,33.781425,-117.86535,,,,TLOF: 50' x 50',"15,000 Lbs",Elevated Rooftop,Yes - Lighted,291' MSL,Perimeter,0,0,,0,0,,"South tower is primary helipad, north is back-up"
Children's Hospital of Los Angeles,1,Los Angeles,CA,90027,Hospital,10/28/2013 22:42,10/28/2013 22:42,2328,4650 Sunset Blvd.,,1,0,0,0,0,1,323-361-2323,,,,,,,,,,,,,,29CL,,,,34.097239,-118.288614,,,,TLOF: 54' x 54',"25,000 Lbs.",Elevated Rooftop,Yes - Lighted,529' MSL,"Perimeter, Beacon",0,0,,34.097294,-118.290908,Due West of primary helipad,
Clovis Community Hospital ,1,Clovis,CA,93612,Hospital,10/28/2013 22:55,10/28/2013 22:55,2329,2755 Herndon Ave.,,0,0,0,0,0,0,559-324-4000,,,,,,,,,,,,,,,,,,36.838564,-119.659106,,,,TLOF: 42' x 42',,Concrete,Yes - Lighted,392' MSL,Perimeter,0,0,,0,0,,
Community Memorial Hospital,1,Ventura,CA,93003,Hospital,10/28/2013 23:08,10/28/2013 23:08,2330,147 N. Brent St.,,0,0,0,0,0,0,805-652-5011,,,,,,,,,,,,,,CA72,,,,34.274667,-119.259228,,,,TLOF: 64' x 66',"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,170' MSL,Perimeter,0,0,,0,0,,
Community Regional Medical Center,1,Fresno,CA,93721,Hospital,10/29/2013 14:27,10/29/2013 14:27,2331,2823 Fresno St.,,1,0,0,0,0,0,559-442-2432,,,,,,,,,,,,,,CN51,,,,36.743853,-119.785261,,,,TLOF: 52.5' x 54',"22,000 Lbs.",Elevated Rooftop,Yes - Lighted,415' MSL,"Perimeter, Flood",0,0,,0,0,Auxiliary pad just south of two primary helipads,"2 primary helipads at this location, Auxiliary pad just to the south"
Desert Regional Medical Center,1,Palm Springs,CA,92262,Hospital,10/29/2013 15:31,7/30/2016 15:35,2332,1150 N. Indian Canyon Dr.,,2,0,0,0,0,0,760-323-6511,760.323.4723,,,760.323.6214,RADIO ROOM,,,SECURITY,,,,,,7CA4,,,,33.838433,-116.543967,,,,TLOF: 50&#039; x 50&#039; Octagon,12&#044;000 Lbs.,Elevated Rooftop,Yes - Lighted,560&#039; MSL,Perimeter&#044; Beacon,0,0,KPSP,0,0,Palm Springs International Airport,
Doctors Medical Center of Modesto,1,Modesto,CA,95350,Hospital,10/29/2013 16:02,10/29/2013 16:02,2333,1441 Florida Ave.,,2,0,0,0,0,0,209-578-1211,,,,,,,,,,,,,,,,,,37.665419,-120.997511,,"Raised curb and 3.5"" tall handrails around LZ",,TLOF 40' x 40',"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,146' MSL,Perimeter,0,0,,0,0,,
Doctors Medical Center - San Pablo Campus,1,San Pablo,CA,94806,Hospital,10/29/2013 16:22,10/29/2013 16:22,2334,2000 Vale Rd.,,0,0,0,0,0,0,510-970-5000,,,,,,,,,,,,,,17CA,,,,37.953669,-122.337289,,,,TLOF: 41' x 41',,Concrete,Yes - Lighted,85' MSL,Perimeter,0,0,,0,0,,
Dominican Hospital,1,Santa Cruz,CA,95065,Hospital,10/29/2013 16:27,10/29/2013 16:27,2335,1555 Soquel Dr.,,0,0,0,0,0,0,831-462-7700,,,,,,,,,,,,,,CA37,,,,36.990647,-121.982475,,,,TLOF: 80' diameter,,Concrete,Yes - Lighted,118' MSL,Perimeter,0,0,,0,0,,
Eisenhower Medical Center,1,Rancho Mirage,CA,92270,Hospital,10/29/2013 16:31,10/20/2015 17:03,2336,39000 Bob Hope Dr.,,0,0,0,0,0,0,760-773-8016,,,,,,,,,,,,,,7CA8,,,,33.764061,-116.404928,,,,TLOF: 40&#039; Diameter,,Concrete,Yes - Lighted,234&#039; MSL,Perimeter,0,0,,0,0,Test,
El Centro Regional Medical Center,1,El Centro,CA,92243,Hospital,10/29/2013 16:58,10/29/2013 16:58,2337,1415 Ross Ave.,,0,0,0,0,0,0,760-353-4313,,,,,,,,,,,,,,76CN,,,,32.779867,-115.568642,,,,TLOF: 40' diameter,"15,000 Lbs.","15,000 Lbs.",Yes - Lighted,Elevated Rooftop,Perimeter,0,0,,0,0,,
Emanuel Medical Center,1,Turlock,CA,95382,Hospital,10/29/2013 22:07,10/29/2013 22:07,2338,825 Delbon Ave.,,0,0,0,0,0,0,209-667-4200,,,,,,,,,,,,,,CA58,,,,37.512928,-120.83825,,,,TLOF: 44' x 44',"12,000 Lbs.",Concrete - Ground,Yes - Lighted,174' MSL,Perimeter,0,0,,0,0,,
Enloe Medical Center,1,Chico,CA,95926,Hospital,10/30/2013 10:37,10/22/2014 13:06,2339,1531 Esplanade Dr.,,2,1,1,0,0,0,530-891-7300,530-570-6558,,,,Charge NUrse,,,,,,,,,CL37,,,,39.741894,-121.850328,,,,TLOF 40&#039; x 40&#039;,6&#044;000 Lbs.,Elevated Rooftop,Yes - Lighted,253&#039; MSL,Perimeter&#044; Flood,0,0,,0,0,,
Foothill Presbyterian Hospital,1,Glendora,CA,91741,Hospital,10/30/2013 10:41,10/30/2013 10:41,2340,250 S. Grand Ave.,,0,0,0,0,0,0,626-963-8411,,,,,,,,,,,,,,14CL,,,,34.133447,-117.870675,,,,TLOF 40' x 40',,Concrete - Ground,Yes - Lighted,730' MSL,Perimeter,0,0,,0,0,,
George L. Mee Memorial Hospital,1,King City,CA,93930,Hospital,10/30/2013 10:45,10/30/2013 10:47,2341,300 Canal St.,,0,0,0,0,0,0,831-385-6000,,,,,,,,,,,,,,09CA,,,,36.205517,-121.132542,,,,TLOF 50&#039; Diameter,,Cement - Ground,Yes - Lighted,317&#039; MSL,Perimeter&#044; Beacon,0,0,,0,0,,
Glendale Adventist Medical Center,1,Glendale Heights,CA,91206,Hospital,10/30/2013 10:50,10/30/2013 10:50,2342,1509 Wilson Terrace,,0,0,0,0,0,0,818-409-8202,,,,,,,,,,,,,,CL06,,,,34.151672,-118.230561,,,,TLOF: 41.5' x 41.5',"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,719' MSL,Perimeter,0,0,,0,0,,
Goleta Valley Cottage Hospital,1,Santa Barbara,CA,93111,Hospital,10/30/2013 10:53,10/30/2013 10:53,2343,351 S. Patterson Ave.,,0,0,0,0,0,0,805-967-3411,,,,,,,,,,,,,,CA96,,,,34.433831,-119.809506,,,,TLOF: 40' Diameter,,Cement - Ground,Yes - Lighted,47' MSL,"Perimeter, Flood",0,0,,0,0,,
Good Samaritan Hospital,1,San Jose,CA,95124,Hospital,10/30/2013 10:57,10/30/2013 10:57,2344,2425 Samaritan Dr.,,0,0,0,0,0,0,408-559-2217,,,,,,,,,,,,,,,,,,37.253219,-121.947481,,,,TLOF: 45' x 45',"12,000 Lbs.",Elevated Deck,Yes - Lighted,298' MSL,Perimeter,0,0,,0,0,,
Good Samaritan Hospital Los Angeles,1,Los Angeles,CA,90017,Hospital,10/30/2013 16:01,10/30/2013 16:01,2345,616 S. Witmer St.,,0,0,0,0,0,0,213-977-2121,,,,,,,,,,,,,,0CL7,,,,34.054881,-118.264969,,,,TLOF: 55' x 55',"10,000 lbs",Elevated Rooftop,Yes - Lighted,473' MSL,Perimeter,0,0,,0,0,,
Grossmont District Hospital,1,La Mesa,CA,91942,Hospital,10/30/2013 16:09,10/30/2013 16:09,2346,5555 Grossmont Center Dr.,,0,0,0,0,0,0,619-644-4066,,,,,,,,,,,,,,03CA,,,,32.779425,-117.00695,,,,TLOF 40' x 40',,,Yes - Lighted,634' MSL,Perimeter,0,0,,0,0,,
Hanford Community Medical Center,1,Hanford,CA,93232,Hospital,10/30/2013 16:13,6/2/2018 7:29,2347,450 Greenfield Ave.,,0,0,0,0,0,0,559-582-9000,,,,,,,,,,,,,,4CL8,,,,36.329774,-119.65958,,,,TLOF: 55&#039; Diameter,,,Yes - Lighted,243&#039; MSL,Perimeter,0,0,,0,0,,
Harbor/UCLA Medical Center ,1,Torrance,CA,90502,Hospital,10/30/2013 16:19,10/30/2013 16:19,2348,1000 W. Carson St.,,2,0,0,0,0,1,310-222-2345,,,,,,,,,,,,,,,,,,33.829358,-118.292589,,,,TLOF: 60' Diameter,,,Yes - Lighted,55' MSL,Perimeter,0,0,,0,0,,
Hazel Hawkins Memorial Hospital,1,Hollister,CA,95023,Hospital,10/30/2013 16:23,10/30/2013 16:23,2349,911 Sunset Dr.,,0,0,0,0,0,0,831-637-5711,,,,,,,,,,,,,,9CN1,,,,36.834781,-121.386494,,Water tower to SE with red lights,,TLOF: 42' x 42' Octagon,,Elevated Rooftop,Yes - Lighted,378' MSL,Perimeter (Activate on 123.05),0,0,,0,0,,
Henry Mayo Newhall Memorial Hospital ,1,Santa Clarita,CA,91355,Hospital,10/30/2013 16:32,7/16/2018 0:47,2350,23845 McBean Parkway,,2,1,1,1,0,1,661-253-8000,,,,,,,,,,,,,,,,,,34.399022,-118.551714,,,,TLOF: 62&#039; x 62&#039;,25&#044;000 Lbs.,Elevated Rooftop,Yes - Lighted,1&#044;270&#039; MSL,Perimeter,0,0,,0,0,,
Hi-Desert Medical Center,1,Joshua Tree,CA,92252,Hospital,10/30/2013 21:22,10/30/2013 21:22,2352,6601 Whitefeather Rd.,,0,0,0,0,0,0,760-366-6126,,,,,,,,,,,,,,9CA4,,,,34.131289,-116.275794,,Lighted communication tower approx. 475' SE,,TLOF: 40' x 40',,Concrete - Ground,Yes - Lighted,2680' MSL,Perimeter,0,0,,0,0,,
Hoag Memorial Hospital,1,Newport Beach,CA,92663,Hospital,10/30/2013 21:28,10/30/2013 21:28,2353,1 Hoag Dr.,,0,0,0,0,0,0,949-645-8600,,,,,,,,,,,,,,14CA,,,,33.625158,-117.930789,,,,TLOF: 42' x 42',"8,000 Lbs.",Elevated Rooftop,Yes - Lighted,94' MSL,Perimeter,0,0,,0,0,,
Hollywood Presbyterian Medical Center,1,Los Angeles,CA,90027,Hospital,10/30/2013 21:32,10/30/2013 21:32,2354,1300 N. Vermont Ave.,,0,0,0,0,0,0,323-413-3000,,,,,,,,,,,,,,CL70,,,,34.096414,-118.290319,,,,TLOF: 40' x 40',"10,000 Lbs.",Elevated Rooftop,Yes - Lighted,510' MSL,Perimeter,0,0,,0,0,,
Huntington Memorial Hospital ,1,Pasadena,CA,91109,Hospital,10/30/2013 21:45,10/30/2013 21:45,2355,100 W. California Blvd.,,2,0,0,0,0,0,626-397-5000,,,,,,,,,,,,,,CL14,,,,34.134294,-118.152089,,,,TLOF: 40' Diameter,"20,000 Lbs.",Elevated Rooftop,Yes - Lighted,912' MSL,"Perimeter, Beacon",0,0,,0,0,,
Indian Valley Hospital,1,Greenville,CA,95947,Hospital,10/30/2013 21:48,10/30/2013 21:48,2356,184 Hot Springs Rd.,,0,0,0,0,0,0,530-284-6116,,,,,,,,,,,,,,30CA,,,,40.141258,-120.937194,,,,TLOF: 65' x 65',,Concrete - Ground,Yes,"3,482' MSL",None,0,0,,0,0,,"**Day use heliport ONLY, Night ops not allowed**"
Inland Valley Medical Center,1,Wildomar,CA,92595,Hospital,10/30/2013 21:52,10/30/2013 21:52,2357,36485 Inland Valley Dr.,,3,0,0,0,0,0,951-677-1111,,,,,,,,,,,,,,2CL8,,,,33.592547,-117.237158,,,,TLOF: 50' x 50',,,"Yes, Lighted","1,327' MSL",Perimeter,0,0,,0,0,,
John C. Fremont Healthcare District,1,Mariposa,CA,95338,Hospital,10/30/2013 22:10,10/30/2013 22:10,2358,5189 Hospital Rd.,,0,0,0,0,0,0,209-966-3631,,,,,,,,,,,,,,,,,,37.499742,-119.977819,,,,TLOF: 40' Diameter,,,"Yes, Lighted","2,225' MSL",Perimeter,0,0,,0,0,,
John F. Kennedy Memorial Hospital,1,Indio,CA,92201,Hospital,10/30/2013 22:15,10/30/2013 22:15,2359,47-111 Monroe St.,,0,0,0,0,0,0,760-347-6191,,,,760-347-8191,,,,,,,,,,42CA,,,,33.705831,-116.236772,,,,TLOF: 40' Diameter,,Concrete - Ground,"Yes, Lighted",5' MSL,Perimeter,0,0,,0,0,,**Notify Security when inbound**
John Muir Medical Center Walnut Creek,1,Walnut Creek,CA,94598,Hospital,10/30/2013 22:19,10/30/2013 22:19,2360,1601 Ygnacio Valley Rd.,,2,0,0,0,0,0,925-939-3000,,,,,,,,,,,,,,CA63,,,,37.912828,-122.041606,,,,TLOF: 48' x 48',"12,000 Lbs.",Elevated Rooftop,"Yes, Lighted",284' MSL,"Perimeter (PCL 155.28), Beacon",0,0,,0,0,,
John Muir Mt. Diablo Medical Center,1,Brentwood,CA,94513,Hospital,10/30/2013 22:22,10/30/2013 22:22,2361,2400 Balfour Rd.,,0,0,0,0,0,0,925-308-8111,,,,,,,,,,,,,,,,,,37.924064,-121.733711,,,,TLOF: 42' x 42',,Concrete - Ground,"Yes, Lighted",131' MSL,Perimeter,0,0,,0,0,,
